"","SWBS","Item","Description","Noun 1","Noun 2","NRE","Vendor","Name","PO","Line","Unit Price","Order Qty","Delivered Qty","Committed Qty","Commit Amnt","Delv.date","Acct /Proj /Dept","CLIN","Effort","ECP/REA"
"487","512","512-01-V0149-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","161","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0150","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","162","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0150-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","163","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0151","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","164","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0151-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","165","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0160","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","166","3552","1","0","1","3552","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0160-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","167","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0162","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","168","6316","1","0","1","6316","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0162-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","169","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0163","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","170","6575","1","0","1","6575","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0163-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","171","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0164","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","172","6316","1","0","1","6316","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0164-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","173","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0165","VALVE, VENT, WATERTIGHT,","VALVE     ","VENTILATION       ","   ","103406","IMECO INC   ","510306","174","7492","1","0","1","7492","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-V0165-L26","CERTIFICATE, IDENTICALIT","CERTIFICAT","IDENTICALITY      ","   ","103406","IMECO INC   ","510306","175","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-V0P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510306","176","70660","1","0","1","70660","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00014-801","ELECTRICAL CABLE ASSEMBL","ASSEMBLY  ","CABLE             ","   ","103406","IMECO INC   ","510306","177","328.12","44","0","44","14437.5","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00014-802","ELECTRICAL CABLE ASSEMBL","ASSEMBLY  ","CABLE             ","   ","103406","IMECO INC   ","510306","178","656.25","10","0","10","6562.5","12/20/2017","       /    /    ","            ","            ",""
"487","512","    512-01-00007","HVAC TURNKEY SYSTEM IAW ","SYSTEM    ","HVAC              ","   ","103406","IMECO INC   ","510307","1","0","1","0","1","0","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P01","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","2","365699","1","1","1","365699","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P02","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","3","178461","1","1","1","178461","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P03","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","4","155200","1","0","1","155200","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P04","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","5","178465","1","0","1","178465","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P05","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","6","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P06","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","7","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P07","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","8","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P08","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","9","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P09","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","10","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P10","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","11","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P11","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","12","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P12","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","13","178790","1","0","1","178790","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P13","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","14","140510","1","0","1","140510","12/20/2017","       /    /    ","            ","            ",""
"PROJECT:","487","","","","","","","","","","","","","","","","","","",""
"SWBS :","512"," 512M - HEAT,VENT","& AIR COND.","","","","","","","","","","","","","","","","",""
"487","512","512-01-00007-P14","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","15","140510","1","0","1","140510","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P15","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","16","95345","1","0","1","95345","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P16","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","17","95345","1","0","1","95345","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P17","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","18","95345","1","0","1","95345","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P18","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","19","95345","1","0","1","95345","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P19","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","20","60220","1","0","1","60220","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P20","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","21","60220","1","0","1","60220","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P21","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","22","285500","1","0","1","285500","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P22","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","23","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P23","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","24","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P24","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","25","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P25","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","26","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P26","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","27","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P27","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","28","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P28","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","29","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P29","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","30","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P30","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","31","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P31","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","32","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P32","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","33","206931","1","0","1","206931","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P33","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","34","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P34","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","35","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P35","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","36","80290","1","0","1","80290","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P36","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","37","23675","1","0","1","23675","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P37","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","38","23675","1","0","1","23675","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P38","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","39","23675","1","0","1","23675","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P39","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","40","23675","1","0","1","23675","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P40","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","41","23675","1","0","1","23675","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P41","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","42","11040","1","0","1","11040","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P42","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","43","11040","1","0","1","11040","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P43","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","44","11040","1","0","1","11040","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P44","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","45","38348.5","1","0","1","38348.5","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P45","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","46","38348.5","1","0","1","38348.5","12/20/2017","       /    /    ","            ","            ",""
"487","512","512-01-00007-P46","PROGRESS PAYMENT        ","PROGRESS P","                  ","   ","103406","IMECO INC   ","510307","47","150542","1","0","1","150542","12/20/2017","       /    /    ","            ","            ",""
